ser,title,url,clean_text,json_data
nan,,https://aast.edu/en/colleges/practical-training/list_staff.php?unit_id=1000,,"{'type': 'request', 'url': 'https://aast.edu/en/colleges/practical-training/list_staff.php?unit_id=1000', 'method': 'GET'}"
161025,ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member,https://aast.edu/cv.php?ser=161025,"ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member About Biography Education Education History Experience Academic & Work Experience Research Research Indicators & Interest Publications Publications Awards Awards & Honors Professional Experience Professional Experience Communities Communities Contacts Contacts Courses Teaching Courses Projects Supervised Projects Professor ali ali mohamed fahmy Dean of College of Artificial Intelligence download cv contact me biography Dr. Aly Aly Fahmy, is a Professor of Artificial Intelligence and Machine Learning. He was the Ex-Dean of the Faculty of Computers and Information, Cairo University. Currently, he is the Dean of the Artificial Intelligence College affiliated to Arab Academy for Science and Technology. Aly Fahmy received the M.Sc. and Ph.D. degrees in Artificial Intelligence from the National Superior School E.N.S.A.E in Toulouse, France in 1976 and 1979, respectively. Dr. Fahmy coupled his academic carrier with the industrial one. He obtained specialized on Job Training on developing Expert Systems, IntelliCorp, Germany and on developing large scale software systems, Litton Systems Inc, U.S.A. Dr. Fahmy was the Director of the first Center of Excellence in Egypt in the field of Data Mining and Computer Modeling (DMCM) in the period of 2005-2010. DMCM was a virtual research center with more than 40 researchers from universities and industry. Dr. Fahmy with his prominent colleagues has established the Center for Arabic Language Technologies (ALTEC) in order to bring the Arabic to the international level in man–machine interface in its broader sense. His research interests include Medical Machine Learning, Data and Text Mining, Computational Linguistics, Text Understanding and Automatic Essay Scoring and Technologies of Man- Machine Interface in Arabic. Currently, Dr. Fahmy is currently involved in the activities led by Dr. Ismail Abdul-Gaffar Ismail the President of Arab Academy for Science and Technology to establish the Arabic Center of Excellence for Artificial Intelligence and Frontier Technologies in New El-Alamein City. Education experience work experience academic experience research Fields of Interest Research Indicators Scopus URL Google Scholar URL H-index (Google Scholar) : 0 Citation (Google Scholar) : 0 Research gate Academia publications You can filter publications by years All Publications From 2022 to 2025 Honors & awards Honors Professional Experience communities Teaching Courses Course Academic year Term projects contact Me Branch : AASTMT AbuKir Branch, Alexandria, Egypt Office Phone : Extension Number : Fax : Mobile : Email: Send Email Location : AbuKir AAST 0 © 2025 | All Right Reserved IDC-AASTMT Policies & Terms of Use Copyright Sitemap Policies for Social Media Accounts","{'url': 'https://aast.edu/cv.php?ser=161025', 'canonical': 'https://aast.edu/cv.php?ser=161025', 'status': 'http_saved', 'path': 'C:\\Users\\mh978\\Downloads\\aast_scrape_final\\step8\\aast_v2_output_v4_20251125_125822\\html\\aast.edu_cv.php_ser=161025_plain.html', 'ids': {'ser': '161025', 'unit_id': '1'}}"
161026,ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member,https://aast.edu/cv.php?ser=161026,"ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member About Biography Education Education History Experience Academic & Work Experience Research Research Indicators & Interest Publications Publications Awards Awards & Honors Professional Experience Professional Experience Communities Communities Contacts Contacts Courses Teaching Courses Projects Supervised Projects Professor ali ali mohamed fahmy Dean of College of Artificial Intelligence download cv contact me biography Dr. Aly Aly Fahmy, is a Professor of Artificial Intelligence and Machine Learning. He was the Ex-Dean of the Faculty of Computers and Information, Cairo University. Currently, he is the Dean of the Artificial Intelligence College affiliated to Arab Academy for Science and Technology. Aly Fahmy received the M.Sc. and Ph.D. degrees in Artificial Intelligence from the National Superior School E.N.S.A.E in Toulouse, France in 1976 and 1979, respectively. Dr. Fahmy coupled his academic carrier with the industrial one. He obtained specialized on Job Training on developing Expert Systems, IntelliCorp, Germany and on developing large scale software systems, Litton Systems Inc, U.S.A. Dr. Fahmy was the Director of the first Center of Excellence in Egypt in the field of Data Mining and Computer Modeling (DMCM) in the period of 2005-2010. DMCM was a virtual research center with more than 40 researchers from universities and industry. Dr. Fahmy with his prominent colleagues has established the Center for Arabic Language Technologies (ALTEC) in order to bring the Arabic to the international level in man–machine interface in its broader sense. His research interests include Medical Machine Learning, Data and Text Mining, Computational Linguistics, Text Understanding and Automatic Essay Scoring and Technologies of Man- Machine Interface in Arabic. Currently, Dr. Fahmy is currently involved in the activities led by Dr. Ismail Abdul-Gaffar Ismail the President of Arab Academy for Science and Technology to establish the Arabic Center of Excellence for Artificial Intelligence and Frontier Technologies in New El-Alamein City. Education experience work experience academic experience research Fields of Interest Research Indicators Scopus URL Google Scholar URL H-index (Google Scholar) : 0 Citation (Google Scholar) : 0 Research gate Academia publications You can filter publications by years All Publications From 2022 to 2025 Honors & awards Honors Professional Experience communities Teaching Courses Course Academic year Term projects contact Me Branch : AASTMT AbuKir Branch, Alexandria, Egypt Office Phone : Extension Number : Fax : Mobile : Email: Send Email Location : AbuKir AAST 0 © 2025 | All Right Reserved IDC-AASTMT Policies & Terms of Use Copyright Sitemap Policies for Social Media Accounts","{'url': 'https://aast.edu/cv.php?ser=161026', 'canonical': 'https://aast.edu/cv.php?ser=161026', 'status': 'http_saved', 'path': 'C:\\Users\\mh978\\Downloads\\aast_scrape_final\\step8\\aast_v2_output_v4_20251125_125822\\html\\aast.edu_cv.php_ser=161026_plain.html', 'ids': {'ser': '161026', 'unit_id': '1'}}"
161027,ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member,https://aast.edu/cv.php?ser=161027,"ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member About Biography Education Education History Experience Academic & Work Experience Research Research Indicators & Interest Publications Publications Awards Awards & Honors Professional Experience Professional Experience Communities Communities Contacts Contacts Courses Teaching Courses Projects Supervised Projects Professor ali ali mohamed fahmy Dean of College of Artificial Intelligence download cv contact me biography Dr. Aly Aly Fahmy, is a Professor of Artificial Intelligence and Machine Learning. He was the Ex-Dean of the Faculty of Computers and Information, Cairo University. Currently, he is the Dean of the Artificial Intelligence College affiliated to Arab Academy for Science and Technology. Aly Fahmy received the M.Sc. and Ph.D. degrees in Artificial Intelligence from the National Superior School E.N.S.A.E in Toulouse, France in 1976 and 1979, respectively. Dr. Fahmy coupled his academic carrier with the industrial one. He obtained specialized on Job Training on developing Expert Systems, IntelliCorp, Germany and on developing large scale software systems, Litton Systems Inc, U.S.A. Dr. Fahmy was the Director of the first Center of Excellence in Egypt in the field of Data Mining and Computer Modeling (DMCM) in the period of 2005-2010. DMCM was a virtual research center with more than 40 researchers from universities and industry. Dr. Fahmy with his prominent colleagues has established the Center for Arabic Language Technologies (ALTEC) in order to bring the Arabic to the international level in man–machine interface in its broader sense. His research interests include Medical Machine Learning, Data and Text Mining, Computational Linguistics, Text Understanding and Automatic Essay Scoring and Technologies of Man- Machine Interface in Arabic. Currently, Dr. Fahmy is currently involved in the activities led by Dr. Ismail Abdul-Gaffar Ismail the President of Arab Academy for Science and Technology to establish the Arabic Center of Excellence for Artificial Intelligence and Frontier Technologies in New El-Alamein City. Education experience work experience academic experience research Fields of Interest Research Indicators Scopus URL Google Scholar URL H-index (Google Scholar) : 0 Citation (Google Scholar) : 0 Research gate Academia publications You can filter publications by years All Publications From 2022 to 2025 Honors & awards Honors Professional Experience communities Teaching Courses Course Academic year Term projects contact Me Branch : AASTMT AbuKir Branch, Alexandria, Egypt Office Phone : Extension Number : Fax : Mobile : Email: Send Email Location : AbuKir AAST 0 © 2025 | All Right Reserved IDC-AASTMT Policies & Terms of Use Copyright Sitemap Policies for Social Media Accounts","{'url': 'https://aast.edu/cv.php?ser=161027', 'canonical': 'https://aast.edu/cv.php?ser=161027', 'status': 'http_saved', 'path': 'C:\\Users\\mh978\\Downloads\\aast_scrape_final\\step8\\aast_v2_output_v4_20251125_125822\\html\\aast.edu_cv.php_ser=161027_plain.html', 'ids': {'ser': '161027', 'unit_id': '1'}}"
161028,ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member,https://aast.edu/cv.php?ser=161028,"ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member About Biography Education Education History Experience Academic & Work Experience Research Research Indicators & Interest Publications Publications Awards Awards & Honors Professional Experience Professional Experience Communities Communities Contacts Contacts Courses Teaching Courses Projects Supervised Projects Professor ali ali mohamed fahmy Dean of College of Artificial Intelligence download cv contact me biography Dr. Aly Aly Fahmy, is a Professor of Artificial Intelligence and Machine Learning. He was the Ex-Dean of the Faculty of Computers and Information, Cairo University. Currently, he is the Dean of the Artificial Intelligence College affiliated to Arab Academy for Science and Technology. Aly Fahmy received the M.Sc. and Ph.D. degrees in Artificial Intelligence from the National Superior School E.N.S.A.E in Toulouse, France in 1976 and 1979, respectively. Dr. Fahmy coupled his academic carrier with the industrial one. He obtained specialized on Job Training on developing Expert Systems, IntelliCorp, Germany and on developing large scale software systems, Litton Systems Inc, U.S.A. Dr. Fahmy was the Director of the first Center of Excellence in Egypt in the field of Data Mining and Computer Modeling (DMCM) in the period of 2005-2010. DMCM was a virtual research center with more than 40 researchers from universities and industry. Dr. Fahmy with his prominent colleagues has established the Center for Arabic Language Technologies (ALTEC) in order to bring the Arabic to the international level in man–machine interface in its broader sense. His research interests include Medical Machine Learning, Data and Text Mining, Computational Linguistics, Text Understanding and Automatic Essay Scoring and Technologies of Man- Machine Interface in Arabic. Currently, Dr. Fahmy is currently involved in the activities led by Dr. Ismail Abdul-Gaffar Ismail the President of Arab Academy for Science and Technology to establish the Arabic Center of Excellence for Artificial Intelligence and Frontier Technologies in New El-Alamein City. Education experience work experience academic experience research Fields of Interest Research Indicators Scopus URL Google Scholar URL H-index (Google Scholar) : 0 Citation (Google Scholar) : 0 Research gate Academia publications You can filter publications by years All Publications From 2022 to 2025 Honors & awards Honors Professional Experience communities Teaching Courses Course Academic year Term projects contact Me Branch : AASTMT AbuKir Branch, Alexandria, Egypt Office Phone : Extension Number : Fax : Mobile : Email: Send Email Location : AbuKir AAST 0 © 2025 | All Right Reserved IDC-AASTMT Policies & Terms of Use Copyright Sitemap Policies for Social Media Accounts","{'url': 'https://aast.edu/cv.php?ser=161028', 'canonical': 'https://aast.edu/cv.php?ser=161028', 'status': 'http_saved', 'path': 'C:\\Users\\mh978\\Downloads\\aast_scrape_final\\step8\\aast_v2_output_v4_20251125_125822\\html\\aast.edu_cv.php_ser=161028_plain.html', 'ids': {'ser': '161028', 'unit_id': '1'}}"
161029,ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member,https://aast.edu/cv.php?ser=161029,"ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member About Biography Education Education History Experience Academic & Work Experience Research Research Indicators & Interest Publications Publications Awards Awards & Honors Professional Experience Professional Experience Communities Communities Contacts Contacts Courses Teaching Courses Projects Supervised Projects Professor ali ali mohamed fahmy Dean of College of Artificial Intelligence download cv contact me biography Dr. Aly Aly Fahmy, is a Professor of Artificial Intelligence and Machine Learning. He was the Ex-Dean of the Faculty of Computers and Information, Cairo University. Currently, he is the Dean of the Artificial Intelligence College affiliated to Arab Academy for Science and Technology. Aly Fahmy received the M.Sc. and Ph.D. degrees in Artificial Intelligence from the National Superior School E.N.S.A.E in Toulouse, France in 1976 and 1979, respectively. Dr. Fahmy coupled his academic carrier with the industrial one. He obtained specialized on Job Training on developing Expert Systems, IntelliCorp, Germany and on developing large scale software systems, Litton Systems Inc, U.S.A. Dr. Fahmy was the Director of the first Center of Excellence in Egypt in the field of Data Mining and Computer Modeling (DMCM) in the period of 2005-2010. DMCM was a virtual research center with more than 40 researchers from universities and industry. Dr. Fahmy with his prominent colleagues has established the Center for Arabic Language Technologies (ALTEC) in order to bring the Arabic to the international level in man–machine interface in its broader sense. His research interests include Medical Machine Learning, Data and Text Mining, Computational Linguistics, Text Understanding and Automatic Essay Scoring and Technologies of Man- Machine Interface in Arabic. Currently, Dr. Fahmy is currently involved in the activities led by Dr. Ismail Abdul-Gaffar Ismail the President of Arab Academy for Science and Technology to establish the Arabic Center of Excellence for Artificial Intelligence and Frontier Technologies in New El-Alamein City. Education experience work experience academic experience research Fields of Interest Research Indicators Scopus URL Google Scholar URL H-index (Google Scholar) : 0 Citation (Google Scholar) : 0 Research gate Academia publications You can filter publications by years All Publications From 2022 to 2025 Honors & awards Honors Professional Experience communities Teaching Courses Course Academic year Term projects contact Me Branch : AASTMT AbuKir Branch, Alexandria, Egypt Office Phone : Extension Number : Fax : Mobile : Email: Send Email Location : AbuKir AAST 0 © 2025 | All Right Reserved IDC-AASTMT Policies & Terms of Use Copyright Sitemap Policies for Social Media Accounts","{'url': 'https://aast.edu/cv.php?ser=161029', 'canonical': 'https://aast.edu/cv.php?ser=161029', 'status': 'http_saved', 'path': 'C:\\Users\\mh978\\Downloads\\aast_scrape_final\\step8\\aast_v2_output_v4_20251125_125822\\html\\aast.edu_cv.php_ser=161029_plain.html', 'ids': {'ser': '161029', 'unit_id': '1'}}"
161030,ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member,https://aast.edu/cv.php?ser=161030,"ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member About Biography Education Education History Experience Academic & Work Experience Research Research Indicators & Interest Publications Publications Awards Awards & Honors Professional Experience Professional Experience Communities Communities Contacts Contacts Courses Teaching Courses Projects Supervised Projects Professor ali ali mohamed fahmy Dean of College of Artificial Intelligence download cv contact me biography Dr. Aly Aly Fahmy, is a Professor of Artificial Intelligence and Machine Learning. He was the Ex-Dean of the Faculty of Computers and Information, Cairo University. Currently, he is the Dean of the Artificial Intelligence College affiliated to Arab Academy for Science and Technology. Aly Fahmy received the M.Sc. and Ph.D. degrees in Artificial Intelligence from the National Superior School E.N.S.A.E in Toulouse, France in 1976 and 1979, respectively. Dr. Fahmy coupled his academic carrier with the industrial one. He obtained specialized on Job Training on developing Expert Systems, IntelliCorp, Germany and on developing large scale software systems, Litton Systems Inc, U.S.A. Dr. Fahmy was the Director of the first Center of Excellence in Egypt in the field of Data Mining and Computer Modeling (DMCM) in the period of 2005-2010. DMCM was a virtual research center with more than 40 researchers from universities and industry. Dr. Fahmy with his prominent colleagues has established the Center for Arabic Language Technologies (ALTEC) in order to bring the Arabic to the international level in man–machine interface in its broader sense. His research interests include Medical Machine Learning, Data and Text Mining, Computational Linguistics, Text Understanding and Automatic Essay Scoring and Technologies of Man- Machine Interface in Arabic. Currently, Dr. Fahmy is currently involved in the activities led by Dr. Ismail Abdul-Gaffar Ismail the President of Arab Academy for Science and Technology to establish the Arabic Center of Excellence for Artificial Intelligence and Frontier Technologies in New El-Alamein City. Education experience work experience academic experience research Fields of Interest Research Indicators Scopus URL Google Scholar URL H-index (Google Scholar) : 0 Citation (Google Scholar) : 0 Research gate Academia publications You can filter publications by years All Publications From 2022 to 2025 Honors & awards Honors Professional Experience communities Teaching Courses Course Academic year Term projects contact Me Branch : AASTMT AbuKir Branch, Alexandria, Egypt Office Phone : Extension Number : Fax : Mobile : Email: Send Email Location : AbuKir AAST 0 © 2025 | All Right Reserved IDC-AASTMT Policies & Terms of Use Copyright Sitemap Policies for Social Media Accounts","{'url': 'https://aast.edu/cv.php?ser=161030', 'canonical': 'https://aast.edu/cv.php?ser=161030', 'status': 'http_saved', 'path': 'C:\\Users\\mh978\\Downloads\\aast_scrape_final\\step8\\aast_v2_output_v4_20251125_125822\\html\\aast.edu_cv.php_ser=161030_plain.html', 'ids': {'ser': '161030', 'unit_id': '1'}}"
161031,ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member,https://aast.edu/cv.php?ser=161031,"ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member About Biography Education Education History Experience Academic & Work Experience Research Research Indicators & Interest Publications Publications Awards Awards & Honors Professional Experience Professional Experience Communities Communities Contacts Contacts Courses Teaching Courses Projects Supervised Projects Professor ali ali mohamed fahmy Dean of College of Artificial Intelligence download cv contact me biography Dr. Aly Aly Fahmy, is a Professor of Artificial Intelligence and Machine Learning. He was the Ex-Dean of the Faculty of Computers and Information, Cairo University. Currently, he is the Dean of the Artificial Intelligence College affiliated to Arab Academy for Science and Technology. Aly Fahmy received the M.Sc. and Ph.D. degrees in Artificial Intelligence from the National Superior School E.N.S.A.E in Toulouse, France in 1976 and 1979, respectively. Dr. Fahmy coupled his academic carrier with the industrial one. He obtained specialized on Job Training on developing Expert Systems, IntelliCorp, Germany and on developing large scale software systems, Litton Systems Inc, U.S.A. Dr. Fahmy was the Director of the first Center of Excellence in Egypt in the field of Data Mining and Computer Modeling (DMCM) in the period of 2005-2010. DMCM was a virtual research center with more than 40 researchers from universities and industry. Dr. Fahmy with his prominent colleagues has established the Center for Arabic Language Technologies (ALTEC) in order to bring the Arabic to the international level in man–machine interface in its broader sense. His research interests include Medical Machine Learning, Data and Text Mining, Computational Linguistics, Text Understanding and Automatic Essay Scoring and Technologies of Man- Machine Interface in Arabic. Currently, Dr. Fahmy is currently involved in the activities led by Dr. Ismail Abdul-Gaffar Ismail the President of Arab Academy for Science and Technology to establish the Arabic Center of Excellence for Artificial Intelligence and Frontier Technologies in New El-Alamein City. Education experience work experience academic experience research Fields of Interest Research Indicators Scopus URL Google Scholar URL H-index (Google Scholar) : 0 Citation (Google Scholar) : 0 Research gate Academia publications You can filter publications by years All Publications From 2022 to 2025 Honors & awards Honors Professional Experience communities Teaching Courses Course Academic year Term projects contact Me Branch : AASTMT AbuKir Branch, Alexandria, Egypt Office Phone : Extension Number : Fax : Mobile : Email: Send Email Location : AbuKir AAST 0 © 2025 | All Right Reserved IDC-AASTMT Policies & Terms of Use Copyright Sitemap Policies for Social Media Accounts","{'url': 'https://aast.edu/cv.php?ser=161031', 'canonical': 'https://aast.edu/cv.php?ser=161031', 'status': 'http_saved', 'path': 'C:\\Users\\mh978\\Downloads\\aast_scrape_final\\step8\\aast_v2_output_v4_20251125_125822\\html\\aast.edu_cv.php_ser=161031_plain.html', 'ids': {'ser': '161031', 'unit_id': '1'}}"
161032,ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member,https://aast.edu/cv.php?ser=161032,"ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member About Biography Education Education History Experience Academic & Work Experience Research Research Indicators & Interest Publications Publications Awards Awards & Honors Professional Experience Professional Experience Communities Communities Contacts Contacts Courses Teaching Courses Projects Supervised Projects Professor ali ali mohamed fahmy Dean of College of Artificial Intelligence download cv contact me biography Dr. Aly Aly Fahmy, is a Professor of Artificial Intelligence and Machine Learning. He was the Ex-Dean of the Faculty of Computers and Information, Cairo University. Currently, he is the Dean of the Artificial Intelligence College affiliated to Arab Academy for Science and Technology. Aly Fahmy received the M.Sc. and Ph.D. degrees in Artificial Intelligence from the National Superior School E.N.S.A.E in Toulouse, France in 1976 and 1979, respectively. Dr. Fahmy coupled his academic carrier with the industrial one. He obtained specialized on Job Training on developing Expert Systems, IntelliCorp, Germany and on developing large scale software systems, Litton Systems Inc, U.S.A. Dr. Fahmy was the Director of the first Center of Excellence in Egypt in the field of Data Mining and Computer Modeling (DMCM) in the period of 2005-2010. DMCM was a virtual research center with more than 40 researchers from universities and industry. Dr. Fahmy with his prominent colleagues has established the Center for Arabic Language Technologies (ALTEC) in order to bring the Arabic to the international level in man–machine interface in its broader sense. His research interests include Medical Machine Learning, Data and Text Mining, Computational Linguistics, Text Understanding and Automatic Essay Scoring and Technologies of Man- Machine Interface in Arabic. Currently, Dr. Fahmy is currently involved in the activities led by Dr. Ismail Abdul-Gaffar Ismail the President of Arab Academy for Science and Technology to establish the Arabic Center of Excellence for Artificial Intelligence and Frontier Technologies in New El-Alamein City. Education experience work experience academic experience research Fields of Interest Research Indicators Scopus URL Google Scholar URL H-index (Google Scholar) : 0 Citation (Google Scholar) : 0 Research gate Academia publications You can filter publications by years All Publications From 2022 to 2025 Honors & awards Honors Professional Experience communities Teaching Courses Course Academic year Term projects contact Me Branch : AASTMT AbuKir Branch, Alexandria, Egypt Office Phone : Extension Number : Fax : Mobile : Email: Send Email Location : AbuKir AAST 0 © 2025 | All Right Reserved IDC-AASTMT Policies & Terms of Use Copyright Sitemap Policies for Social Media Accounts","{'url': 'https://aast.edu/cv.php?ser=161032', 'canonical': 'https://aast.edu/cv.php?ser=161032', 'status': 'http_saved', 'path': 'C:\\Users\\mh978\\Downloads\\aast_scrape_final\\step8\\aast_v2_output_v4_20251125_125822\\html\\aast.edu_cv.php_ser=161032_plain.html', 'ids': {'ser': '161032', 'unit_id': '1'}}"
161033,ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member,https://aast.edu/cv.php?ser=161033,"ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member About Biography Education Education History Experience Academic & Work Experience Research Research Indicators & Interest Publications Publications Awards Awards & Honors Professional Experience Professional Experience Communities Communities Contacts Contacts Courses Teaching Courses Projects Supervised Projects Professor ali ali mohamed fahmy Dean of College of Artificial Intelligence download cv contact me biography Dr. Aly Aly Fahmy, is a Professor of Artificial Intelligence and Machine Learning. He was the Ex-Dean of the Faculty of Computers and Information, Cairo University. Currently, he is the Dean of the Artificial Intelligence College affiliated to Arab Academy for Science and Technology. Aly Fahmy received the M.Sc. and Ph.D. degrees in Artificial Intelligence from the National Superior School E.N.S.A.E in Toulouse, France in 1976 and 1979, respectively. Dr. Fahmy coupled his academic carrier with the industrial one. He obtained specialized on Job Training on developing Expert Systems, IntelliCorp, Germany and on developing large scale software systems, Litton Systems Inc, U.S.A. Dr. Fahmy was the Director of the first Center of Excellence in Egypt in the field of Data Mining and Computer Modeling (DMCM) in the period of 2005-2010. DMCM was a virtual research center with more than 40 researchers from universities and industry. Dr. Fahmy with his prominent colleagues has established the Center for Arabic Language Technologies (ALTEC) in order to bring the Arabic to the international level in man–machine interface in its broader sense. His research interests include Medical Machine Learning, Data and Text Mining, Computational Linguistics, Text Understanding and Automatic Essay Scoring and Technologies of Man- Machine Interface in Arabic. Currently, Dr. Fahmy is currently involved in the activities led by Dr. Ismail Abdul-Gaffar Ismail the President of Arab Academy for Science and Technology to establish the Arabic Center of Excellence for Artificial Intelligence and Frontier Technologies in New El-Alamein City. Education experience work experience academic experience research Fields of Interest Research Indicators Scopus URL Google Scholar URL H-index (Google Scholar) : 0 Citation (Google Scholar) : 0 Research gate Academia publications You can filter publications by years All Publications From 2022 to 2025 Honors & awards Honors Professional Experience communities Teaching Courses Course Academic year Term projects contact Me Branch : AASTMT AbuKir Branch, Alexandria, Egypt Office Phone : Extension Number : Fax : Mobile : Email: Send Email Location : AbuKir AAST 0 © 2025 | All Right Reserved IDC-AASTMT Policies & Terms of Use Copyright Sitemap Policies for Social Media Accounts","{'url': 'https://aast.edu/cv.php?ser=161033', 'canonical': 'https://aast.edu/cv.php?ser=161033', 'status': 'http_saved', 'path': 'C:\\Users\\mh978\\Downloads\\aast_scrape_final\\step8\\aast_v2_output_v4_20251125_125822\\html\\aast.edu_cv.php_ser=161033_plain.html', 'ids': {'ser': '161033', 'unit_id': '1'}}"
161034,ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member,https://aast.edu/cv.php?ser=161034,"ali ali mohamed fahmy | Arab Academy for Science Technology & Maritime Transport Faculty Member About Biography Education Education History Experience Academic & Work Experience Research Research Indicators & Interest Publications Publications Awards Awards & Honors Professional Experience Professional Experience Communities Communities Contacts Contacts Courses Teaching Courses Projects Supervised Projects Professor ali ali mohamed fahmy Dean of College of Artificial Intelligence download cv contact me biography Dr. Aly Aly Fahmy, is a Professor of Artificial Intelligence and Machine Learning. He was the Ex-Dean of the Faculty of Computers and Information, Cairo University. Currently, he is the Dean of the Artificial Intelligence College affiliated to Arab Academy for Science and Technology. Aly Fahmy received the M.Sc. and Ph.D. degrees in Artificial Intelligence from the National Superior School E.N.S.A.E in Toulouse, France in 1976 and 1979, respectively. Dr. Fahmy coupled his academic carrier with the industrial one. He obtained specialized on Job Training on developing Expert Systems, IntelliCorp, Germany and on developing large scale software systems, Litton Systems Inc, U.S.A. Dr. Fahmy was the Director of the first Center of Excellence in Egypt in the field of Data Mining and Computer Modeling (DMCM) in the period of 2005-2010. DMCM was a virtual research center with more than 40 researchers from universities and industry. Dr. Fahmy with his prominent colleagues has established the Center for Arabic Language Technologies (ALTEC) in order to bring the Arabic to the international level in man–machine interface in its broader sense. His research interests include Medical Machine Learning, Data and Text Mining, Computational Linguistics, Text Understanding and Automatic Essay Scoring and Technologies of Man- Machine Interface in Arabic. Currently, Dr. Fahmy is currently involved in the activities led by Dr. Ismail Abdul-Gaffar Ismail the President of Arab Academy for Science and Technology to establish the Arabic Center of Excellence for Artificial Intelligence and Frontier Technologies in New El-Alamein City. Education experience work experience academic experience research Fields of Interest Research Indicators Scopus URL Google Scholar URL H-index (Google Scholar) : 0 Citation (Google Scholar) : 0 Research gate Academia publications You can filter publications by years All Publications From 2022 to 2025 Honors & awards Honors Professional Experience communities Teaching Courses Course Academic year Term projects contact Me Branch : AASTMT AbuKir Branch, Alexandria, Egypt Office Phone : Extension Number : Fax : Mobile : Email: Send Email Location : AbuKir AAST 0 © 2025 | All Right Reserved IDC-AASTMT Policies & Terms of Use Copyright Sitemap Policies for Social Media Accounts","{'url': 'https://aast.edu/cv.php?ser=161034', 'canonical': 'https://aast.edu/cv.php?ser=161034', 'status': 'http_saved', 'path': 'C:\\Users\\mh978\\Downloads\\aast_scrape_final\\step8\\aast_v2_output_v4_20251125_125822\\html\\aast.edu_cv.php_ser=161034_plain.html', 'ids': {'ser': '161034', 'unit_id': '1'}}"
